language,text,true_Sentiment,predicted_Sentiment
te,"RT @naralokesh: వాల్తేర్ డివిజ‌న్‌లో ఒక్క స‌ర‌కు ర‌వాణా ద్వారా ఏడాదికి రూ.6500 కోట్లు ఆదాయం తెచ్చే త‌ల‌ను తీసేసి, ఏడాదికి రూ.500 కోట్లు రా…",negative,negative
te,"RT @naralokesh: న‌రేంద్ర...న‌మ్మించి 
మోడి..మోసం చేసే వారు అని 
రైల్వేజోన్ ప్ర‌క‌ట‌న‌తో మ‌రోసారి రుజువైంది.
బిడ్డ‌(విశాఖ రైల్వే)కు జ‌న్మ‌ని…",negative,negative
te,"RT @JanaSenaParty: సీమ ప్రజల్ని దారిద్ర్యంలోకి నెట్టి కొందరు నాయకులు ఆర్థికంగా ఎదుగుతున్నారు.
#JanaSenaPorataYatra https://t.co/QE6j1gmpLl",negative,negative
te,"RT @iBhagathSingh: కడప జిల్లాల్లో రౌడీయిజానికి, దౌర్జన్యానికి కాలం చెల్లింది

తెలుగు దేశం తో కలుస్తాన్నాం అని ప్రతిపక్షాలు అబద్ధాలు మాట్లా…",negative,negative
te,"@RajinikanthTV9 సార్, దీనిమీద డిబేట్ పెట్టండి ప్లీజ్. వీళ్లు అందరినీ కుటుంబాలటొ సహ పిలువన్డి. https://t.co/8P4FqIBdvj",neutral,neutral
te,"RT @JSPShatagniTeam: జనసైనికుల మీద దాడులు చేస్తే నేను చూస్తూ ఊరుకోను, నా కోపం, తెగింపు, పొగరు మీరు తట్టుకోలేరు ఖబడ్దార్ - కడపలో జనసేన అధినే…",positive,positive
te,"RT @SriVijayaNagesh: ""ఇది తెలుగు ప్రజల స్వాతంత్ర్య పోరాటం
పవన్ కళ్యాణ్ గారికి పట్టం కట్టేందుకు ఆరాటం"" 

#JanasenaniInRAYALASEEMA
#janase ht…",neutral,neutral
te,RT @ycheap_ers: బ్రదర్ ప్రార్థన పాకిస్థాన్ కు వెళ్లే రేంజ్ లేదు బావ పర్మీషన్ ఇవ్వాలి https://t.co/OGvlBU8BFj,negative,negative
te,"RT @TWTPKOfficial: ఇలాంటోడు సీఎం అయితే ప్రతి రాష్ట్రంలో ఒక ఇల్లు కట్టుకుంటాడేమో.. 😂😂😂
ఓట్లు వేసి గెలిపించండి.. ఇలాగే దోచుకుని కడుతూ ఉంటాడు.…",negative,negative
te,"RT @RKB_Tweets: Functions లో #JaiHind అని Show Deng*thavu. నీకు ఏమాత్రం అయినా దేశం పట్లా గౌరవం ఉందా..

మన జవాన్లు మృతి చెందినపుడు సంతావం తె…",negative,negative
te,"అంటే చంద్రబాబు అమెరికా వెళ్ళి, అప్పటి బుష్ / ఓబామా ని తన గుప్పెట్లో లొంగదీసుకొని ఈ కేసు వేయించారన్నమాట ??? 1 min 23… https://t.co/QWVakArwqM",neutral,neutral
te,"RT @TheRockybhai: తాడేపల్లి లో జరిగినది జగన్ ఓణిల పంక్షన్ హ??😁😁

జగన్ సీమంతం పంక్షన్??😁😁 https://t.co/j2NXJwEUYe",negative,negative
te,RT @JanaSenaParty: వేటకుక్కలను కుందేళ్లు తరిమికొట్టిన నేల మన రాయలసీమ నేల. అలాంటి రాయలసీమను ఫ్యాక్షన్ రాజకీయాల నుండి విముక్తి చేద్దాం - @Paw…,neutral,positive
te,"RT @NtvteluguHD: వాళ్ళకి ఇదే నా ఛాలెంజ్. మీరు నిలబడతారా, నేను నిలబడతానా చూద్దాం. - @PawanKalyan 

#NtvTelugu #PawanKalyan #Janasena https:/…",neutral,neutral
te,"RT @JanaSenaParty: సీమ ప్రజల్ని దారిద్ర్యంలోకి నెట్టి కొందరు నాయకులు ఆర్థికంగా ఎదుగుతున్నారు.
#JanaSenaPorataYatra https://t.co/QE6j1gmpLl",negative,negative
te,RT @gsrsayz: జర్నలిస్టులం కదా...ఎప్పుడైనా పవన్ తప్పుగా మాట్లాడితే (సిద్ధాంత పరంగా) దొరక బుచ్చుకుందామని చూశాను. గట్టిగా ప్రయత్నించాను. దొరి…,positive,positive
te,"RT @legend_celeb: పట్టుబడ్డానన్న ఖంగారు లేదు...😎
ఏం చేస్తారోనన్న భయం లేదు...😎

దేశం కోసమే పుట్టాము అనే ఆ గర్వం చూస్తే చాలు శత్రువుకు వెన్ను…",positive,positive
te,@VSReddy_MP @ నూతన గృహప్రవేశం చేసిన జగన్మోహన్ రెడ్డి అన్న కు కుటుంబానికి అంత మంచి జరగాలి అని కోరుకుంటున్న @ జయహో జగన్ అన్న @,positive,positive
te,"RT @naralokesh: న‌రేంద్ర...న‌మ్మించి 
మోడి..మోసం చేసే వారు అని 
రైల్వేజోన్ ప్ర‌క‌ట‌న‌తో మ‌రోసారి రుజువైంది.
బిడ్డ‌(విశాఖ రైల్వే)కు జ‌న్మ‌ని…",negative,negative
te,RT @JanaSenaParty: వేటకుక్కలను కుందేళ్లు తరిమికొట్టిన నేల మన రాయలసీమ నేల. అలాంటి రాయలసీమను ఫ్యాక్షన్ రాజకీయాల నుండి విముక్తి చేద్దాం - @Paw…,positive,positive
te,"RT @paithyam: ప్రాణాలకు తెగించిన సైనికుడు ఒక వైపు  - పార్టీ లు అమ్ముకుంటున్న సన్నాసులు మరో వైపు  

😂
#DesaDrohiPawanKalyan https://t.co/vaB…",positive,positive
te,"YSRCP ఉద్యమాల ఫలితమే ""రైల్వే జోన్"" https://t.co/RQM4zsME3X",positive,positive
te,RT @JanasenaMahila: ప్రజల భావావేశాలతో ఆడుకునే నాయకులు వారి మనసులు గాయపడుతున్నా ... వారి లెక్కలు వారివే ...ప్రజలను నిలువునా మాయచేసి ముంచెయ్య…,negative,negative
te,"RT @BeSriSri: విశాఖ రైల్వే జోన్ కోసం జనసేన తరుపున యువత రోడ్లుక్కి చేసిన ధర్నా...

ఎవరకి వారు జోన్ కోసం తమ వంతు కృషి చేశారు.. చివరకి సమిష్టి…",positive,positive
te,"RT @RithikaLankapot: జగన్ ఎక్కడున్నా రాజప్రసాదం లోనే నివాసం--@ncbn 
మరి నువ్వు ని ఫ్యామిలి  పార్క్  హయత్  అనే పూరి గుడిసెలోనే నివాసం ఉంటున్…",negative,neutral
te,"RT @JanaSenaParty: జగన్ 30 సంవత్సరాలు నేనే సీ.ఎం అంటాడు, చంద్రబాబు 30 సంవత్సరాలు నా కొడుకు ఉండాలి అంటాడు, నేను మాత్రం 30 సంవత్సరాలు మీరు బా…",neutral,neutral
te,"RT @VSReddy_MP: ఎన్నికల క్రతువు ముగిసే లోగా చంద్రబాబు ఎటువంటి దుర్మార్గానికైనా ఒడిగడతాడు. ఓటర్ల జాబితా తారుమారు, వైఎస్సార్ కాంగ్రెస్ నాయకు…",negative,positive
te,"RT @PrasnistaaNinnu: పవన్ కళ్యాణ్ ని PM చేస్తే, పాకిస్తాన్ లోని మహిళలపై సర్జికల్ స్ట్రైక్ చేసేవాడు.",negative,neutral
te,"RT @YouthJsp: జనసేన పార్టీ గుర్తు యొక్క విలువ అశోక చక్రం..🙏🙏🔥

@JanaSenaParty @PawanKalyan https://t.co/zzbY9PKZrP",neutral,neutral
te,"రైల్వే జోన్ కు గ్రీన్ సిగ్నల్

విశాఖ కేంద్రంగా దక్షిణ కోస్తా రైల్వే జోన్ ఏర్పాటుకు కేంద్రం ఆమోదం

దేశంలో ఇది 18వ రై… https://t.co/XQoGfCgYzM",neutral,neutral
te,"Best points in #JanaSenaManifesto

1. కేజీ నుంచి పీజీ వరకు ఉచిత విద్య
2. ఉచిత వైద్యం
3. విద్యార్థులకి ఉచిత బస్ పాసు… https://t.co/4IOqHvFmfK",positive,positive
te,"RT @naralokesh: న‌రేంద్ర...న‌మ్మించి 
మోడి..మోసం చేసే వారు అని 
రైల్వేజోన్ ప్ర‌క‌ట‌న‌తో మ‌రోసారి రుజువైంది.
బిడ్డ‌(విశాఖ రైల్వే)కు జ‌న్మ‌ని…",negative,negative
te,"RT @winsttonxavier: ఏమైనా అనుకోండి సోదరుల్లారా 
ఈ సారి సీమ లో మీ పౌరుషం చూపి మార్పు చూపించకపోతే నా దృష్టిలో నరసింహనాయుడు, ఇంద్రసేనారెడ్డి…",negative,negative
te,RT @VSReddy_MP: వైఎస్సార్‌ కాంగ్రెస్‌ పార్టీ అధ్యక్షులు శ్రీ వైఎస్‌ జగన్‌ మోహన్‌ రెడ్డి ఈరోజు ఉదయం గుంటూరు జిల్లా తాడేపల్లిలో నిర్మించిన కొ…,neutral,neutral
te,RT @GaddamBablu: కడప కు రానున్న @PawanKalyan గుడ్లు చెప్పుల తో రెడీ గా ఉన్న కడప వాసులు.😁,negative,neutral
te,RT @darling_kamalk: తన అభిమాన నాయకుడు అయినా @PawanKalyan గారిని దగ్గర నుండి చూసిన తరుణంలో ఆ మహిళ కంట నుంచి ఆనందభాష్పాలు🙏🏻 ఇలాంటి ప్రేమ ఒక్క…,positive,positive
te,RT @trspartyonline: మార్చి 1నుండి జరగాల్సిన టీఆర్ఎస్ పార్టీ పార్లమెంటరీ నియోజకవర్గ స్థాయి సమావేశాలను వాయిదా వేస్తున్నట్టు టీఆర్ఎస్ వర్కింగ్…,neutral,neutral
te,"RT @BeSriSri: Best points in #JanaSenaManifesto

1. కేజీ నుంచి పీజీ వరకు ఉచిత విద్య
2. ఉచిత వైద్యం
3. విద్యార్థులకి ఉచిత బస్ పాసులు
4. 10 ల…",positive,positive
te,"RT @UttarandhraNow: రైల్వే జోన్ వచ్చింది చంద్రబాబు దయవలన
- @RamMNK 

దిక్కుమాలిన రైల్వే జోన్ ఇస్తే అంతే, ఇవ్వకపోతే ఎంత
- @naralokesh https:…",negative,negative
te,RT @TheRockybhai: మే 10 శుక్రవారం రా జఫ్పాలు😀😁😁 https://t.co/HFt9MOhyS6,neutral,neutral
te,"RT @naralokesh: వాల్తేర్ డివిజ‌న్‌లో ఒక్క స‌ర‌కు ర‌వాణా ద్వారా ఏడాదికి రూ.6500 కోట్లు ఆదాయం తెచ్చే త‌ల‌ను తీసేసి, ఏడాదికి రూ.500 కోట్లు రా…",negative,negative
te,RT @sanvithsri: ఎక్కడ చూసినా లంచం .లంచం...కెసిఆర్ సార్ ..మీరు చెప్పిన కూడా ..క్రింది స్థాయి లో అధికారులు లంచాలు తీసుకోవడం మానడం లేదు .దీని…,negative,negative
te,RT @TheRockybhai: @ycheap_ers She m చేయండి అంటే ఎంటో అనుకన్నాను ఇదా😀😁😁,neutral,neutral
te,"RT @ycheap_ers: పెద్దమనిషి అయిన జలగ
ఇక డైపర్లు వాడక తప్పదు 😂😂😂 https://t.co/WCTBwkurlC",negative,negative
te,అందరికీ హృదయపూర్వక  ఆహ్వానం  : 28-02-2019 : 9:45 AM. నెల్లూరు సిటి ; ఆంధ్ర ప్రదేశ్ ; ఇండియా. https://t.co/RtEHu3swYG,neutral,neutral
te,"RT @BeSriSri: టి.ఆర్.పీ కంటే దేశప్రయోజనాలే ముఖ్యం

- TV 5 News 

రైతు చనిపోతే డిబేట్ పెట్టే దమ్ములేదు గాని కౌశల్ గురించి, కత్తి, సుత్తి లా…",positive,positive
te,ఎక్కడ చూసినా లంచం .లంచం...కెసిఆర్ సార్ ..మీరు చెప్పిన కూడా ..క్రింది స్థాయి లో అధికారులు లంచాలు తీసుకోవడం మానడం లే… https://t.co/WkOrA7XduK,negative,negative
te,"RT @naralokesh: న‌రేంద్ర...న‌మ్మించి 
మోడి..మోసం చేసే వారు అని 
రైల్వేజోన్ ప్ర‌క‌ట‌న‌తో మ‌రోసారి రుజువైంది.
బిడ్డ‌(విశాఖ రైల్వే)కు జ‌న్మ‌ని…",negative,negative
te,"RT @purijagan: డచ్ ,ఫ్రెంఛ్ , బ్రిటిష్ .. ఎప్పుడూ ఎవడెవడో ఆక్రమించుకోవడమేనా ? ఆ పని మనమెందుకు చేయడం లేదు ? ఎప్పుడు ఈ ఇండియన్స్ మీద పడిపోతా…",negative,negative
te,కోట్ల మంది కోరిక తీర్చడం కోసం వెళ్ళి పాక్ చేతిలో బందీ అయిన ఈ హీరోకి ఎలాంటి ప్రమాదం జరగకుండా తిరిగి భారత్ కు చేరుకో… https://t.co/9Vx8OjKo9y,neutral,neutral
te,"RT @2019YSRCP: యుద్ధ మేఘాలు

భారత సైనిక స్థావరాలే లక్ష్యంగా వైమానిక దాడులకు తెగబడిన పాకిస్థాన్ https://t.co/31xR0kwRNv",neutral,neutral
te,అందరికీ హృదయపూర్వక  ఆహ్వానం  : 28-02-2019 : 9:45 AM. నెల్లూరు సిటి ; ఆంధ్ర ప్రదేశ్ ; ఇండియా. https://t.co/LO2ixBqJqH,neutral,neutral
te,"RT @naralokesh: రైల్వేజోన్ ఏర్పాటులోనూ రాష్ట్ర విభ‌జ‌నలాంటి అన్యాయ‌మే. 
అప్పుడు ఆదాయం ఉన్న‌ హైద‌రాబాద్ తెలంగాణ‌కి ఇచ్చేశారు, 
ఇప్పుడు 6500…",negative,negative
te,"RT @JanaSenaParty: ప్రతి అంధ్రప్రదేశ్ పౌరుడికి సంవత్సరానికి 10 లక్షల భీమా, 5 సంవత్సరాలకి 50 లక్షల భీమా. జనసైనికులతోనే మొదలు పెడుతున్నా - @P…",positive,positive
te,"RT @ImamKalyan: రెడ్డి అంటే భరత్ రెడ్డి 
అందరి బాగుకోరే రెడ్డి గుండె ధైర్యం ఉన్న రెడ్డి 
కలుషితాన్ని పోగొట్టే వాడు రెడ్డి 
ప్రజల మంచి కోరే…",positive,positive
te,"RT @gsrsayz: ఆంధ్రాలో నిశ్శబ్ద విప్లవం: పవన్ కళ్యాణ్

⚡పల్లకీలు మోసింది చాలు చాలు చాలు!!

⚡రౌడీల నుంచి ప్రజలకు స్వేచ్ఛ

⚡కొట్లాటకు సిద్ధం……",negative,negative
te,"RT @VidadalaRajini: అవినీతి మంత్రి Mr Pulla rao ని 
MrS పుల్లారావు ని .. ఇంటికి పంపిద్దాం .. 

ప్రతి ఒక్కరి బ్రతుకులో అభివృద్ధి జ్యోతి వెలి…",positive,positive
te,"RT @winsttonxavier: ఏమైనా అనుకోండి సోదరుల్లారా 
ఈ సారి సీమ లో మీ పౌరుషం చూపి మార్పు చూపించకపోతే నా దృష్టిలో నరసింహనాయుడు, ఇంద్రసేనారెడ్డి…",negative,negative
te,"RT @BeSriSri: Best points in #JanaSenaManifesto

1. కేజీ నుంచి పీజీ వరకు ఉచిత విద్య
2. ఉచిత వైద్యం
3. విద్యార్థులకి ఉచిత బస్ పాసులు
4. 10 ల…",positive,positive
te,అందరికీ హృదయపూర్వక  ఆహ్వానం  : 28-02-2019 : 9:45 AM. నెల్లూరు సిటి ; ఆంధ్ర ప్రదేశ్ ; ఇండియా. https://t.co/d6EU4sojtD,neutral,neutral
te,"RT @BeSriSri: Best points in #JanaSenaManifesto

1. కేజీ నుంచి పీజీ వరకు ఉచిత విద్య
2. ఉచిత వైద్యం
3. విద్యార్థులకి ఉచిత బస్ పాసులు
4. 10 ల…",positive,positive
te,"యుద్ధ మేఘాలు

భారత సైనిక స్థావరాలే లక్ష్యంగా వైమానిక దాడులకు తెగబడిన పాకిస్థాన్ https://t.co/31xR0kwRNv",neutral,neutral
te,అందరికీ హృదయపూర్వక  ఆహ్వానం  : 28-02-2019 : 9:45 AM. నెల్లూరు సిటి ; ఆంధ్ర ప్రదేశ్ ; ఇండియా. https://t.co/6cBFASW59z,neutral,neutral
te,"RT @legend_celeb: పట్టుబడ్డానన్న ఖంగారు లేదు...😎
ఏం చేస్తారోనన్న భయం లేదు...😎

దేశం కోసమే పుట్టాము అనే ఆ గర్వం చూస్తే చాలు శత్రువుకు వెన్ను…",positive,positive
te,అందరికీ హృదయపూర్వక  ఆహ్వానం  : 28-02-2019 : 9:45 AM. నెల్లూరు సిటి ; ఆంధ్ర ప్రదేశ్ ; ఇండియా. https://t.co/8qVrPOd3zi,neutral,neutral
te,RT @JanasenaMahila: ప్రజల భావావేశాలతో ఆడుకునే నాయకులు వారి మనసులు గాయపడుతున్నా ... వారి లెక్కలు వారివే ...ప్రజలను నిలువునా మాయచేసి ముంచెయ్య…,negative,negative
te,"RT @TwoodTrolls: "" #Abhinandan ని తక్షణం విడుదల చెయ్యకపోతే యుద్ధం అనివార్యం "" అని ప్రధాన మంత్రి ట్వీట్ చేశారు అంటూ దాని మీద debate పెట్టి…",neutral,neutral
te,RT @JanasenaMahila: ప్రజల భావావేశాలతో ఆడుకునే నాయకులు వారి మనసులు గాయపడుతున్నా ... వారి లెక్కలు వారివే ...ప్రజలను నిలువునా మాయచేసి ముంచెయ్య…,negative,negative
te,RT @JanaSenaParty: వేటకుక్కలను కుందేళ్లు తరిమికొట్టిన నేల మన రాయలసీమ నేల. అలాంటి రాయలసీమను ఫ్యాక్షన్ రాజకీయాల నుండి విముక్తి చేద్దాం - @Paw…,positive,positive
te,RT @JanaSenaParty: ఇప్పటివరకు అధికారం చూడని బడుగు బలహీన వర్గాల నుండి సరికొత్త నాయకత్వాన్ని నేను తయారు చేస్తాను అని మాటిస్తున్నాను - @PawanK…,positive,neutral
te,"RT @JanaSenaParty: సీమ ప్రజల్ని దారిద్ర్యంలోకి నెట్టి కొందరు నాయకులు ఆర్థికంగా ఎదుగుతున్నారు.
#JanaSenaPorataYatra https://t.co/QE6j1gmpLl",negative,negative
te,"RT @JanaSenaParty: JanaSena Chief @PawanKalyan schedule (Feb 28th)

3 PM : 

రాజంపేట రోడ్ షో 

4 PM : 
 
*రైల్వే కోడూరు లో రోడ్ షో 

* పాత…",neutral,neutral
te,RT @IYRKRao: జోను ఇచ్చినతరువాతనష్టం ఉన్న  రైల్వేశాఖ భరిస్తుంది. లాభం ఉన్నవాళ్లే తీసుకుంటారు.నా దృష్టిలో ఇది ఆవేశపూరితమైనస్థాయికి తీసుకొని…,neutral,neutral
te,"RT @VSReddy_MP: ఎన్నికల క్రతువు ముగిసే లోగా చంద్రబాబు ఎటువంటి దుర్మార్గానికైనా ఒడిగడతాడు. ఓటర్ల జాబితా తారుమారు, వైఎస్సార్ కాంగ్రెస్ నాయకు…",negative,positive
te,"RT @JanaSenaParty: ప్రతి అంధ్రప్రదేశ్ పౌరుడికి సంవత్సరానికి 10 లక్షల భీమా, 5 సంవత్సరాలకి 50 లక్షల భీమా. జనసైనికులతోనే మొదలు పెడుతున్నా - @P…",positive,positive
te,RT @JanasenaMahila: ప్రజల భావావేశాలతో ఆడుకునే నాయకులు వారి మనసులు గాయపడుతున్నా ... వారి లెక్కలు వారివే ...ప్రజలను నిలువునా మాయచేసి ముంచెయ్య…,negative,negative
te,@ananyakalu @VSReddy_MP నీకు మి నాయకుడికి పిచ్చి మెంటల్ అన్ని తెలుగు ద్రోహుల పార్టీ సిగ్గు లేని పార్టీ,negative,neutral
te,"RT @UttarandhraNow: రైల్వే జోన్ వచ్చింది చంద్రబాబు దయవలన
- @RamMNK 

దిక్కుమాలిన రైల్వే జోన్ ఇస్తే అంతే, ఇవ్వకపోతే ఎంత
- @naralokesh https:…",negative,negative
